denomination,variety_name,diameter,weight,composition,year,mint_name,mintage,notes
1 ct.,Flowing Hair - Chain reverse,27.00,13.48,100Copper,1793,Philadelphia,36.103,
1 ct.,Flowing Hair - Wreath reverse,28.00,13.48,100Copper,1793,Philadelphia,63.353,
1 ct.,Liberty Cap,29.00,13.48,100Copper,1793,Philadelphia,11.056,
1 ct.,Liberty Cap,29.00,13.48,100Copper,1794,Philadelphia,918.521,
1 ct.,Liberty Cap,29.00,13.48,100Copper,1795,Philadelphia,538.500,
1 ct.,Liberty Cap,29.00,13.48,100Copper,1796,Philadelphia,109.825,
1 ct.,Draped Bust,29.00,10.98,100Copper,1796,Philadelphia,363.375,
1 ct.,Draped Bust,29.00,10.98,100Copper,1797,Philadelphia,897.510,
1 ct.,Draped Bust,29.00,10.98,100Copper,1798,Philadelphia,1.841.745,
1 ct.,Draped Bust,29.00,10.98,100Copper,1799,Philadelphia,42.540,
1 ct.,Draped Bust,29.00,10.98,100Copper,1800,Philadelphia,2.822.175,
1 ct.,Draped Bust,29.00,10.98,100Copper,1801,Philadelphia,1.362.837,
1 ct.,Draped Bust,29.00,10.98,100Copper,1802,Philadelphia,3.435.100,
1 ct.,Draped Bust,29.00,10.98,100Copper,1803,Philadelphia,2.471.353,
1 ct.,Draped Bust,29.00,10.98,100Copper,1804,Philadelphia,756.838,
1 ct.,Draped Bust,29.00,10.98,100Copper,1805,Philadelphia,941.116,
1 ct.,Draped Bust,29.00,10.98,100Copper,1806,Philadelphia,348.000,
1 ct.,Draped Bust,29.00,10.98,100Copper,1807,Philadelphia,727.221,
1 ct.,Classic Head,29.00,10.89,100Copper,1808,Philadelphia,1.109.000,
1 ct.,Classic Head,29.00,10.89,100Copper,1809,Philadelphia,222.867,
1 ct.,Classic Head,29.00,10.89,100Copper,1810,Philadelphia,1.458.500,
1 ct.,Classic Head,29.00,10.89,100Copper,1811,Philadelphia,218.025,
1 ct.,Classic Head,29.00,10.89,100Copper,1812,Philadelphia,1.075.000,
1 ct.,Classic Head,29.00,10.89,100Copper,1813,Philadelphia,418.000,
1 ct.,Classic Head,29.00,10.89,100Copper,1814,Philadelphia,357.830,
1 ct.,Coronet,29.00,10.89,100Copper,1816,Philadelphia,2.820.982,
1 ct.,Coronet,29.00,10.89,100Copper,1817,Philadelphia,3.948.400,
1 ct.,Coronet,29.00,10.89,100Copper,1818,Philadelphia,3.167.000,
1 ct.,Coronet,29.00,10.89,100Copper,1819,Philadelphia,2.671.000,
1 ct.,Coronet,29.00,10.89,100Copper,1820,Philadelphia,4.407.550,
1 ct.,Coronet,29.00,10.89,100Copper,1821,Philadelphia,389.000,
1 ct.,Coronet,29.00,10.89,100Copper,1822,Philadelphia,2.072.339,
1 ct.,Coronet,29.00,10.89,100Copper,1823,Philadelphia,0,
1 ct.,Coronet,29.00,10.89,100Copper,1824,Philadelphia,1.262.000,
1 ct.,Coronet,29.00,10.89,100Copper,1825,Philadelphia,1.461.100,
1 ct.,Coronet,29.00,10.89,100Copper,1826,Philadelphia,1.517.425,
1 ct.,Coronet,29.00,10.89,100Copper,1827,Philadelphia,2.357.732,
1 ct.,Coronet,29.00,10.89,100Copper,1828,Philadelphia,2.260.624,
1 ct.,Coronet,29.00,10.89,100Copper,1829,Philadelphia,1.414.500,
