denomination,variety_name,diameter,weight,composition,year,mint_name,mintage,notes
1 $,Flowing Hair,39.00,26.96,89+24Silver10+76Copper,1794,Philadelphia,1.758,
1 $,Flowing Hair,39.00,26.96,89+24Silver10+76Copper,1795,Philadelphia,160.295,
1 $,Draped Bust - Small eagle,39.00,26.96,89+24Silver10+76Copper,1795,Philadelphia,42.738,
1 $,Draped Bust - Small eagle,39.00,26.96,89+24Silver10+76Copper,1796,Philadelphia,72.920,
1 $,Draped Bust - Small eagle,39.00,26.96,89+24Silver10+76Copper,1797,Philadelphia,7.776,
1 $,Draped Bust - Small eagle,39.00,26.96,89+24Silver10+76Copper,1798,Philadelphia,0,
1 $,Draped Bust - Heraldic eagle,39.00,26.96,89+24Silver10+76Copper,1798,Philadelphia,327.536,
1 $,Draped Bust - Heraldic eagle,39.00,26.96,89+24Silver10+76Copper,1799,Philadelphia,423.515,
1 $,Draped Bust - Heraldic eagle,39.00,26.96,89+24Silver10+76Copper,1800,Philadelphia,220.920,
1 $,Draped Bust - Heraldic eagle,39.00,26.96,89+24Silver10+76Copper,1801,Philadelphia,54.454,
1 $,Draped Bust - Heraldic eagle,39.00,26.96,89+24Silver10+76Copper,1802,Philadelphia,41.650,
1 $,Draped Bust - Heraldic eagle,39.00,26.96,89+24Silver10+76Copper,1803,Philadelphia,85.634,
1 $,Draped Bust - Heraldic eagle,39.00,26.96,89+24Silver10+76Copper,1804,Philadelphia,0,
1 $,Gobrecht,38.10,26.73,90Silver10Copper,1836,Philadelphia,1.600,
1 $,Gobrecht,38.10,26.73,90Silver10Copper,1839,Philadelphia,0,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1840,Philadelphia,61.005,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1841,Philadelphia,173.000,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1842,Philadelphia,148.618,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1843,Philadelphia,165.100,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1844,Philadelphia,20.000,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1845,Philadelphia,24.500,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1846,Philadelphia,110.600,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1846,New Orleans,59.000,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1847,Philadelphia,140.750,
1 $,Seated Liberty - No motto,38.10,26.73,90Silver10Copper,1848,Philadelphia,15.000,
